medallion,hack_license,vendor_id,payment_type,fare_amount,surcharge,mta_tax,tip_amount,tolls_amount,total_amount,rate_code,pickup_datetime,dropoff_datetime,passenger_count,trip_time_in_secs,trip_distance,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,credit_card
878C0F5D806D720CBFB0EA42FD7FC172,3754F9F74F06D87E12916811A2150C7A,VTS,CRD,18,0.5,0.5,3.7,0,22.7,1,2013-01-13 04:12:00,2013-01-13 04:31:00,5,1140,5.03,-73.985611,40.723774,-73.974045,40.778725,4024007108917096
4340FD4B937EDF51A59B4FEBAC92B201,619837EFDAE4A44815CBBBB33F3833A1,VTS,CRD,23,0.5,0.5,4.7,0,28.7,1,2013-01-13 04:17:00,2013-01-13 04:36:00,1,1140,7.25,-73.986649,40.750427,-73.916908,40.807629,
3474BE2C3D4454B3E03BF187DD9220D1,75449B05339CBB0F4A0A8A50C3E8984B,VTS,CSH,24.5,0.5,0.5,0,0,25.5,1,2013-01-13 04:13:00,2013-01-13 04:32:00,1,1140,7.93,-74.00177,40.71925,-73.922127,40.743744,
E76D34F7BB8A88637060D4B756819B38,7D900E163E7017918251FDAC73998E33,VTS,CRD,5.5,0.5,0.5,1.2,0,7.7,1,2013-01-13 04:28:00,2013-01-13 04:32:00,5,240,1,-73.975945,40.76099,-73.965553,40.757401,30322653030421
41ACF7587B79945C7F8A23342E0BD641,A33159AEDC12548035125F2C077B7102,VTS,CRD,14.5,0.5,0.5,1,0,16.5,1,2013-01-13 04:24:00,2013-01-13 04:38:00,1,840,4.14,-74.005287,40.739586,-73.991776,40.770672,5541561346573138
C4EC5A1854010D5450404AD0901DEB32,1886DBCFED2FACC8726136F34AE20E96,VTS,CRD,16.5,0.5,0.5,0.5,0,18,1,2013-01-13 04:15:00,2013-01-13 04:33:00,4,1080,4.11,-73.99205,40.744076,-74.007156,40.710697,4539238190822070
F535BBDCE68D48CEEBA8D0470141A3F4,39E0858FFD2F32E5644EAACBE046D8E3,VTS,CRD,36,0.5,0.5,7.3,0,44.3,1,2013-01-13 04:11:00,2013-01-13 04:36:00,1,1500,12.3,-73.958282,40.717381,-73.942101,40.822968,5358202793855577
2360A9EE176523E93A5DC4CA07A90804,4C0D520A4D89D91C9357339F2A958420,VTS,CRD,25,0.5,0.5,6.38,0,32.38,1,2013-01-13 04:03:00,2013-01-13 04:34:00,1,1860,5.88,-74.00354,40.742722,-73.94252,40.725552,342636060907845
B749875E1ED0EBAC2CCBB5C480266A9A,0288E65FE5767A0D0767DAA18D1009E2,VTS,CSH,6,0.5,0.5,0,0,7,1,2013-01-13 04:29:00,2013-01-13 04:33:00,1,240,1.15,-74.006828,40.743683,-73.995377,40.749367,
F151C67B2D912D2F29931711B28204F4,B82B10A5122179C6E483D24008BCE34A,VTS,CRD,7.5,0.5,0.5,1.6,0,10.1,1,2013-01-13 04:26:00,2013-01-13 04:33:00,1,420,1.29,-73.983688,40.726959,-73.996941,40.737099,4929048394254576
30264208DA3E057DBF417EAD1F7BD7BA,06C1CD819D540B2B5873A09271A5AFE7,VTS,CSH,36,0.5,0.5,0,0,37,1,2013-01-13 04:08:00,2013-01-13 04:33:00,5,1500,12.8,-74.004265,40.742264,-73.906548,40.779961,
95B715EA4F75E724331990880E47CD4C,4414532CAA2AFB705D7B74D4B1EE4918,VTS,CRD,17,0.5,0.5,3.5,0,21.5,1,2013-01-13 04:24:00,2013-01-13 04:38:00,6,840,5.32,-73.994583,40.721252,-73.963066,40.652622,5349230824343620
0A48D418CEC232DBA6AC8B1D89133CA4,DABD5F7908596AFEB1FAD91AE2E102DA,VTS,CRD,11.5,0.5,0.5,1,0,13.5,1,2013-01-13 04:29:00,2013-01-13 04:40:00,1,660,2.93,-74.005287,40.739899,-73.970253,40.751438,5287289331586141
C9399F6FDCE64A44844ACEB3287765F1,7A499DF7CCD61B5E25EB2EEB11AA7D21,VTS,CSH,8.5,0.5,0.5,0,0,9.5,1,2013-01-13 04:32:00,2013-01-13 04:39:00,1,420,1.94,-73.992271,40.73637,-73.986794,40.755402,
FE444AF957F4ACED1BB0275389C071CC,816EC8779A10B1FDAB9E0A9146C9540A,VTS,CSH,10,0.5,0.5,0,0,11,1,2013-01-13 04:28:00,2013-01-13 04:39:00,1,660,2.18,-73.95063,40.779335,-73.95224,40.798988,
50C70C651F81A54CA5D953B337D88A36,EAB879C7BBEE6A6189013E56000117DC,VTS,CRD,22.5,0.5,0.5,2.5,0,26,1,2013-01-13 04:13:00,2013-01-13 04:38:00,5,1500,6.02,-73.995712,40.744316,-73.932426,40.697281,4716761363362694
388075075ACA08A51CC18810C6E7432D,DBC09C9EC18C81636BDBF4E34242A165,VTS,CRD,5.5,0,0.5,2,0,8,1,2013-01-13 09:46:00,2013-01-13 09:50:00,1,240,0.92,-73.980705,40.742264,-73.980698,40.751053,349576414646397
2D76170B2CC1D22099C499F76910B4E1,A4E22634D839F4426688E846DFB4A0A3,VTS,CRD,7.5,0,0.5,1.5,0,9.5,1,2013-01-13 09:46:00,2013-01-13 09:52:00,5,360,1.86,-73.99588,40.743721,-73.995125,40.723148,4556948270260276
6F70DA82F52A1281E4E6646AE996D25A,4103ADCF50D18CFE25AB616F368A5945,VTS,CSH,14,0,0.5,0,0,14.5,1,2013-01-13 09:39:00,2013-01-13 09:50:00,2,660,3.87,0,0,0,0,
D2210CB34CCC9E8BB79808BF17C650C2,D88F4CF379BF1CFBFD2587759707ACDE,VTS,CSH,6.5,0,0.5,0,0,7,1,2013-01-13 09:45:00,2013-01-13 09:52:00,1,420,1.03,-73.993324,40.752033,-73.980164,40.753448,
B38383F7B0A983220F7B1010C769C018,DDA64A77E83A0FA134865A67788E9700,VTS,CRD,8,0,0.5,1.6,0,10.1,1,2013-01-13 09:45:00,2013-01-13 09:52:00,1,420,2.13,-73.951134,40.785206,-73.972519,40.764912,5400561172263069
EDA6226F0594BBA08DF4835BEBB2B24F,3543A3CA46D3AA1DDFC0CD979F56247B,VTS,CRD,6,0,0.5,1,0,7.5,1,2013-01-13 09:48:00,2013-01-13 09:52:00,5,240,1.36,-73.998787,40.734573,-73.989029,40.745644,5257426064795376
E63FB9A6397F26C7CC32816ED2692B51,E7637E54C338527CD54B9FAF584D6E96,VTS,CRD,5,0,0.5,0.8,0,6.3,1,2013-01-13 09:39:00,2013-01-13 09:43:00,5,240,0.69,-73.964821,40.791382,-73.974503,40.790974,4539369539871427
E63FB9A6397F26C7CC32816ED2692B51,E7637E54C338527CD54B9FAF584D6E96,VTS,CRD,5,0,0.5,0.8,0,7.3,1,2013-01-13 09:39:00,2013-01-13 09:43:00,5,240,0.69,-73.964821,40.791382,-73.974503,40.790974,4916874538651418
37EB3A57CD79BC7FD33F4D21E395A275,9219641FAC7612D426AAEEA5BDEF765C,VTS,CRD,7.5,0,0.5,1.88,0,9.88,1,2013-01-13 09:44:00,2013-01-13 09:51:00,2,420,1.4,-73.981773,40.762562,-73.999474,40.759304,4716377273454149
438203E902001227AFB1F4DDAA918F18,FCF20D774575BB0936AD21DC410D429E,VTS,CRD,3.5,0,0.5,1.05,0,5.05,1,2013-01-13 09:49:00,2013-01-13 09:51:00,1,120,0.03,-73.984779,40.759018,-73.986992,40.756905,5379821238322581
89EDAF45090C74611B52AFFC3E10A69D,6D658F720DED7DD88EBE8B49D7FBCC5D,VTS,CRD,8,0,0.5,1.6,0,10.1,1,2013-01-13 09:46:00,2013-01-13 09:52:00,2,360,2.03,-74.00235,40.729462,-73.988464,40.754349,342937095262770
2242A513238185D3AD7704A75EF21FB8,B9D6CB5BB1ECE2FC4010272137D2A336,VTS,CSH,12.5,0,0.5,0,0,13,1,2013-01-01 07:14:00,2013-01-01 07:25:00,1,660,3.74,0,0,0,0,
27F1052EA5D861EF5B9E5BF78DA771AA,BD2D94D2FAAACC413EDF2741A94CC918,VTS,CSH,8,0,0.5,0,0,8.5,1,2013-01-13 09:42:00,2013-01-13 09:50:00,1,480,1.63,-73.959473,40.773788,-73.976303,40.76199,
6A8E2C9511387342F2D6075F44FA299F,5C2617922B2ACD691DE777ED20131CF9,VTS,CRD,7,0,0.5,2.1,0,9.6,1,2013-01-13 09:46:00,2013-01-13 09:52:00,5,360,1.42,-74.007477,40.732956,-73.991142,40.739834,370396992633481
0D4B3E71547B99FC7CF97E878AC84592,DA77E53CAC669E67B42EA3430A9D4E36,VTS,CRD,12.5,0,0.5,2.5,0,15.5,1,2013-01-13 09:43:00,2013-01-13 09:55:00,2,720,3.41,-73.995941,40.744164,-73.957497,40.766735,4916854849533422
E7895290D325C76879B42DD851F55E94,0DA0622527F6B00572CED545D0999585,VTS,CRD,13.5,0,0.5,4.05,0,18.05,1,2013-01-13 09:40:00,2013-01-13 09:52:00,4,720,3.61,-73.987633,40.771561,-73.983902,40.739883,
1D5461C0B8E5E4D20BCCF29B76781116,328F467B3ED8E592DD45BE0EFBECB8FB,VTS,CSH,5,0,0.5,0,0,5.5,1,2013-01-13 09:51:00,2013-01-13 09:54:00,5,180,0.73,-73.988388,40.764462,-73.980713,40.761372,
F28AB26AE6F1306DEDC114BBAB6DB2AE,1623A6CC5093036386452D8DDECF75AF,VTS,CRD,9.5,0,0.5,1,0,11,1,2013-01-13 10:17:00,2013-01-13 10:27:00,1,600,2.14,-73.981895,40.745354,-74.003403,40.72263,5127327646423164
F28AB26AE6F1306DEDC114BBAB6DB2AE,1623A6CC5093036386452D8DDECF75AF,VTS,CRD,9.5,0,0.5,1,0,12,1,2013-01-13 10:17:00,2013-01-13 10:27:00,1,600,2.14,-73.981895,40.745354,-74.003403,40.72263,5115538106937931
EB929B730D1FDD367322103EBC7B48F9,864C626072F633E37E0CFD71C522E09A,VTS,CRD,11.5,0,0.5,2.88,0,14.88,1,2013-01-13 10:16:00,2013-01-13 10:27:00,1,660,3.05,-73.994804,40.731766,-73.985481,40.763382,4481138708534837
2424FFFACE2546798C19637783E2585E,BDDB334C5FA9DF5E87D9D28A43490932,VTS,CSH,8,0,0.5,0,0,8.5,1,2013-01-13 10:22:00,2013-01-13 10:27:00,3,300,2.28,-74.008537,40.720081,-73.995682,40.749378,
3697A1DBA83ED522F1A303E6D5ED0BAA,A6203E1AC3A36EFB03880418F0DCBC08,VTS,CSH,39,0,0.5,0,0,39.5,1,2013-01-13 10:02:00,2013-01-13 10:28:00,1,1560,13.58,-73.974411,40.762348,-73.980423,40.642513,
7AEDBAE4248FC3109A0A1132FA6829B9,6AC9EEC2D2AB27B1418CD4BCAE154700,VTS,CRD,6.5,0,0.5,1.62,0,8.62,1,2013-01-13 10:25:00,2013-01-13 10:31:00,1,360,1.21,-73.99572,40.759319,-73.982544,40.767956,
1A6C96C943057A7348818AC20B8D8A36,8B7EEA176AC86D8CD3A8A20AB528136F,VTS,CRD,11.5,0,0.5,1,0,13,1,2013-01-13 10:19:00,2013-01-13 10:26:00,3,420,3.32,-73.979431,40.786911,-74.008545,40.750381,349324921652651
F2D14A50E949305A0F25DE79774C58F7,264F64F614FED27E6E3CDBC1C387E272,VTS,CSH,6.5,0,0.5,0,0,7,1,2013-01-13 10:22:00,2013-01-13 10:28:00,6,360,1.35,-73.976006,40.765591,-73.95771,40.765858,
F2D14A50E949305A0F25DE79774C58F7,264F64F614FED27E6E3CDBC1C387E272,VTS,CSH,6.5,0,0.5,0,0,8,1,2013-01-13 10:22:00,2013-01-13 10:28:00,6,360,1.35,-73.976006,40.765591,-73.95771,40.765858,
79AA245159446C0B73BD5CE5DB6228A5,0968D9AE428CE949B76C3BF7B8DF0192,VTS,CSH,10.5,0,0.5,0,0,11,1,2013-01-13 10:21:00,2013-01-13 10:31:00,1,600,2.72,-73.991852,40.768112,-73.962326,40.778923,
433FE01DBA21B754449E4D3A42F0542A,127C33557D74CE993206D6C88628BFB1,VTS,CSH,7,0,0.5,0,0,7.5,1,2013-01-13 10:24:00,2013-01-13 10:31:00,1,420,1.19,-73.961281,40.769123,-73.976067,40.765751,
A388C41C5D7B99D508DB5EDDC9CA7C34,5F0822F888A2CCFDBF8EE439D3BC2EA7,VTS,CRD,9.5,0,0.5,1,0,11,1,2013-01-13 09:38:00,2013-01-13 09:48:00,6,600,2.11,-73.98053,40.737919,-73.987732,40.756954,5341146199006592
A506888A914B08DDA4C1FD8649BA3C28,BC461D58CFAEB31209EECD8BC53C3E8A,VTS,CRD,9.5,0,0.5,1.9,0,11.9,1,2013-01-13 09:42:00,2013-01-13 09:50:00,1,480,2.64,-73.984497,40.720203,-73.965912,40.754349,4099666047794443
517C6B330DBB3F055D007B07512628B3,D381717FB7BF1F2C15D6443ADCE8F825,VTS,CRD,8.5,0,0.5,1,0,10,1,2013-01-13 09:46:00,2013-01-13 09:52:00,5,360,2.54,-73.977524,40.738262,-73.955795,40.76786,5388255102057479
DA7B1EEFAB88421B487774D8E3D8C893,E2BE327D90695BB83EA3F8B4F0617A43,VTS,CSH,4,0,0.5,0,0,4.5,1,2013-01-13 09:44:00,2013-01-13 09:46:00,2,120,0.07,-73.963951,40.756966,-73.958115,40.764847,
AAFD0FA3E1B0834DA2CFBF1AC4E06583,5949CAE18CE61FDC5B0B3DAF5537B30E,VTS,CSH,7.5,0,0.5,0,0,8,1,2013-01-13 09:43asdf,2013-01-13 09:50asdf,2,420,1.41,-73.959908,40.814137,-73.946747,40.831177,
9EDF5B2320A3732F8D15A62ECBC23637,A1BD57771A744BB9000A21F6E82187D3,VTS,CSH,7.5,0,0.5,0,0,8,1,2013-01-13 09:44:00,2013-01-13 09:50:00,1,360,1.65,-73.979889,40.762405,-73.980385,40.780499,
DEC6A3CCDA136951764B120CD09018A6,5400A8B9D24B65FCB4825CE496908B3D,VTS,CSH,9,0,0.5,0,0,9.5,1,2013-01-13 09:42:00,2013-01-13 09:51:00,1,540,1.98,-73.967796,40.792545,-73.952423,40.778301,
1A50563CC49E045A115AE0BA61BE4658,3E7DE2A7DE12FE3F3E62AF403C8FEB94,VTS,CRD,5,0,0.5,1,0,6.5,1,2013-01-13 09:47:00,2013-01-13 09:50:00,2,180,0.94,-73.994965,40.760429,-73.98175,40.75975,4024007126595783
9DA37A0F6BB791516609A8D8B5BC9361,C85719E27AE39040C2B1538E2A15AE85,VTS,CSH,13.5,0,0.5,0,0,14,1,2013-01-13 09:39:00,2013-01-13 09:51:00,1,720,4.04,-74.009911,40.721611,-73.973907,40.758884,
9ACC45A39B44A3A6B1A635C2A682803C,D9283BDC152AA673F0C3568847E9DCD8,VTS,CSH,6,0,0.5,0,0,6.5,1,2013-01-13 09:45:00,2013-01-13 09:50:00,1,300,1.03,-73.975975,40.791466,-73.970459,40.783772,
1CF8717030F447204CCBD67F812CD426,5292D80EDB27399CEDA641A9241593DF,VTS,CRD,23.5,0,0.5,2,0,26,1,2013-01-13 09:27:00,2013-01-13 09:46:00,1,1140,7.24,-73.939659,40.751652,-73.998276,40.713516,4539068948907554
1CF8717030F447204CCBD67F812CD426,5292D80EDB27399CEDA641A9241593DF,VTS,CRD,23.5,0,0.5,2,0,27,1,2013-01-13 09:27:00,2013-01-13 09:46:00,1,1140,7.24,-73.939659,40.751652,-73.998276,40.713516,5582960834802654
091334CDF9A2292C04B6AF20AC219660,58B7B1C9E2A7BA3F2A838D1E21187309,VTS,CSH,5,0,0.5,0,0,5.5,1,2013-01-13 09:47:00,2013-01-13 09:51:00,1,240,0.73,-73.98571,40.758377,-73.996445,40.758236,
558929A184B074119949FC6BD51BE4FD,34D20801048B804028477F93B18FFAE5,VTS,CSH,4.5,0,0.5,0,0,5,1,2013-01-13 09:45:00,2013-01-13 09:49:00,2,240,0.58,-73.956467,40.781082,-73.949524,40.77763,
FC4DA85213228500952BAB8F700A8ACD,74DA9CAAD144D3C072EB6FB82BBC93D9,VTS,CRD,6.5,0,0.5,1.3,0,8.3,1,2013-01-13 10:26:00,2013-01-13 10:30:00,2,240,1.67,-74.010284,40.712574,-73.999054,40.734226,4716615526171519
D7670B86A4A1C49D35176E33D7F692A4,CB29FCD6790A338DF0111251E8C6275C,VTS,CSH,9,0,0.5,0,0,9.5,1,2013-01-13 10:17:00,2013-01-13 10:26:00,6,540,1.89,-73.978172,40.783031,-73.959053,40.783367,
7781DD9BE232FB979E5813994E8472FB,78459D98E64E5F67C1100DFEE934257A,VTS,CRD,7,0,0.5,1,0,8.5,1,2013-01-13 10:24:00,2013-01-13 10:31:00,1,420,1.39,-74.013634,40.709419,-73.999489,40.714123,4401865833359733
F36BDDE799A7E65D5A97BA311FA10CD0,ACA30F83D64C18E10ACEEA4DE660BC0B,VTS,CRD,33.5,0,0.5,8.38,4.8,47.18,1,2013-01-13 10:07:00,2013-01-13 10:28:00,1,1260,11.84,-73.985985,40.754639,-73.861908,40.768501,4532888301154511
D6981DB303359568589744CDAF39237C,439655CA1C7772B0415832CABFFB78BD,VTS,CRD,14.5,0,0.5,3.62,0,18.62,1,2013-01-13 10:08:00,2013-01-13 10:26:00,1,1080,3.27,-73.946098,40.777748,-73.987083,40.7761,4556092696403325
A2DB789B7DAD4B0C846BAFBA6B524063,6E878681FE74C237F3B92703CBD9548A,VTS,CSH,5.5,0,0.5,0,0,6,1,2013-01-13 10:22:00,2013-01-13 10:28:00,5,360,0.97,-73.987625,40.760826,-73.999687,40.758991,
DFCF352F34E0318A6EC8DE52EA961D75,7EB37B9FD1CD076F6DB630EC5683C65A,VTS,CSH,8,0,0.5,0,0,8.5,1,2013-01-13 10:22:00,2013-01-13 10:29:00,2,420,1.89,-73.953629,40.779709,-73.975937,40.780483,
46ECA3A606B09A95BCA7736975B772D5,51B9CADAC31BBE2DD3E81AFD93A280C7,VTS,CRD,5.5,0,0.5,1,0,7,1,2013-01-13 10:29:00,2013-01-13 10:31:00,6,120,1.32,-73.968193,40.755829,-73.978378,40.741386,4532336750847037
124FF99D9330F4366E806B3BFB039D71,0CB9AB091A024268A6566849F6FE04D0,VTS,CRD,5.5,0,0.5,1.1,0,7.1,1,2013-01-13 10:26:00,2013-01-13 10:30:00,5,240,1.25,-73.960495,40.77354,-73.97419,40.762981,344728397883605
42FFD637A74F5542C33556998C3C7C23,3A0C8C8609D69DA9657CFD91A1E534FE,VTS,CRD,13.5,0,0.5,1.5,0,15.5,1,2013-01-13 10:15:00,2013-01-13 10:28:00,6,780,3.52,-73.957108,40.718567,-73.998459,40.726322,4916268283686507
2CCB6C8BC529CF38EB7AAAA3C8B3A427,9E95FBECDD2D749CE61114AE889C672D,VTS,CSH,6,0,0.5,0,0,6.5,1,2013-01-13 10:21:00,2013-01-13 10:26:00,6,300,1,-73.965073,40.79174,-73.949753,40.785385,
00FB3D49C3DE5E00247421028A43A731,2FE9596A0E107B449739E47D8157ED69,VTS,CSH,10,0,0.5,0,0,10.5,1,2013-01-13 10:21:00,2013-01-13 10:29:00,6,480,2.86,-73.961555,40.777176,-73.947662,40.808781,
469B05FDC2782455C93801D6C849731B,3D21BC289026DF526BD0A5C8DA9CDFCC,VTS,CSH,7,0,0.5,0,0,7.5,1,2013-01-13 09:46:00,2013-01-13 09:52:00,1,360,1.68,-73.975861,40.728287,-73.990021,40.734371,
39FDC731D7B44916F3580A201EC40FEF,7A247D7E1FDC0E48E2005C09766F4404,VTS,CRD,11,0,0.5,2,0,13.5,1,2013-01-13 09:37:00,2013-01-13 09:48:00,5,660,2.76,-73.958885,40.772141,-73.987411,40.755219,5222079385871012
D63A42D31C88B8DCB9BDC7BD896F6DA8,5217FA0AF50EF29679A352658CD1134C,VTS,CSH,19.5,0,0.5,0,0,20,1,2013-01-13 09:38:00,2013-01-13 09:50:00,4,720,6.5,-73.975128,40.757996,-74.015587,40.707657,
33C0DFB76CC4385419D7AB7817111BA9,6C7DAD5EF42A73A19D63E958D1295970,VTS,CRD,26,0,0.5,6.5,0,33,1,2013-01-13 09:24:00,2013-01-13 09:51:00,1,1620,7.88,-74.006035,40.714169,-73.963287,40.808975,4486639912431962
8CE240F0796D072D5DCFE06A364FB5A0,E1CB1996BCB8F3468BD61BA67B7AD223,VTS,CSH,8,0,0.5,0,0,8.5,1,2013-01-13 09:42:00,2013-01-13 09:49:00,1,420,1.53,-74.000854,40.757786,-73.996468,40.767921,
0B1C85B5C2B3B3DA21D2EFA36941FCFF,3BAE1F453C9B9ED10E72B3BF8FA68F24,VTS,CSH,5,0,0.5,0,0,5.5,1,2013-01-13 09:45:00,2013-01-13 09:48:00,1,180,1.16,-73.978081,40.741653,-73.987503,40.728474,
CF206D07BA50CE389E5F7F60C16426BE,7359D2EF627D6FEBC77D5073D35AB108,VTS,CRD,7,0,0.5,1.4,0,8.9,1,2013-01-13 09:45:00,2013-01-13 09:52:00,1,420,1.3,-73.966911,40.772907,-73.961975,40.760506,4024007149661059
99C22DA5F19476C1A18A69BF9AFAE3E0,AF3F4BC15519E7EA33C3D1FDC8C7AE9D,VTS,CRD,7,0,0.5,1.4,0,8.9,1,2013-01-13 09:43:00,2013-01-13 09:50:00,1,420,1.41,-73.961884,40.776176,-73.962143,40.762146,6011475943756740
6C4208CAF90EE4D018D9B9FED1DE9EFA,C61232E617A09D6F76373340D991ADC4,VTS,CSH,9.5,0,0.5,0,0,10,1,2013-01-13 09:40:00,2013-01-13 09:51:00,5,660,1.98,-73.904427,40.745602,-73.925919,40.762268,
2BE8AF8C2AAA9791C731972187AAAE80,8726CA6A54D5DD2C1E42312E4E7C3536,VTS,CSH,5.5,0,0.5,0,0,6,1,2013-01-13 09:49:00,2013-01-13 09:53:00,5,240,1.03,-73.993217,40.752377,-73.987808,40.760597,
8A85629DAF5BC8D0ED04FD0E3D663A61,D168047D9297289D7A1C2BF4E9FBCD60,VTS,CRD,14,0,0.5,2.8,0,17.3,1,2013-01-13 09:37:00,2013-01-13 09:50:00,5,780,3.62,-73.993889,40.751652,-73.954971,40.777721,5131708067923796
E5B70E847C120AC30EDA169887E95B61,C40EBAC7B34270FC0B53C2E20EA8FE8B,VTS,CSH,16,0,0.5,0,0,16.5,1,2013-01-13 09:32:00,2013-01-13 09:48:00,5,960,4.04,-73.952713,40.80315,-73.988411,40.76004,
4241EAF272062B8DB62C39351EDBA25A,A69D2180076DCD9954F5EB66E2A747F7,VTS,CSH,8.5,0,0.5,0,0,9,1,2013-01-13 09:45:00,2013-01-13 09:53:00,1,480,1.89,-73.973083,40.758034,-74.001755,40.758259,
1C6DD9530E52969E2B4574700F4A558D,0E5CF2AF1CB8766E5728B7A6F95FD4DE,VTS,CSH,17.5,0.5,0.5,0,0,18.5,1,2013-01-13 04:16:00,2013-01-13 04:32:00,4,960,5.33,-73.993164,40.747406,-73.932114,40.761997,
BE333801AA94BA10D58CEA44A6B6D17D,46198A4F28CD926181F388240895B204,VTS,CRD,11,0.5,0.5,2.3,0,14.3,1,2013-01-13 04:20:00,2013-01-13 04:28:00,1,480,2.98,-74.003166,40.734955,-74.009125,40.704006,378760237667590
1E6EAAD3A17626E43F402971CA975B1F,7840093DC4A80A079CCB5042F1CCF650,VTS,CRD,18.5,0.5,0.5,3.8,0,23.3,1,2013-01-13 04:16:00,2013-01-13 04:32:00,2,960,5.64,-73.950378,40.779709,-73.9179,40.774899,5282642700030254
D3CE4C85EE9C81C9DEE02A9D688975FB,C2E5B2492CC3E580A740186DD80DDBC9,VTS,CSH,19,0.5,0.5,0,0,20,1,2013-01-13 04:11:00,2013-01-13 04:31:00,1,1200,5,-73.985786,40.755474,-73.939186,40.805096,
96D62B19F4D3CE4FC48A561C2E5F45D8,72FA871493CEFB6ED1ECCE93FF04E57F,VTS,CRD,8,0.5,0.5,1,0,10,1,2013-01-13 04:25:00,2013-01-13 04:33:00,1,480,1.85,-73.989822,40.739166,-74.003937,40.716953,5508721390103544
ADE54FCAB32A61C14481BC179618A27F,6EB00FA45B9AEBE83850F0352F192E06,VTS,CSH,13,0.5,0.5,0,0,14,1,2013-01-13 04:19:00,2013-01-13 04:34:00,5,900,2.92,-73.982727,40.76239,-73.989792,40.729664,
ADE54FCAB32A61C14481BC179618A27F,6EB00FA45B9AEBE83850F0352F192E06,VTS,CSH,13,0.5,0.5,0,0,15,1,2013-01-13 04:19:00,2013-01-13 04:34:00,5,900,2.92,-73.982727,40.76239,-73.989792,40.729664,
107A1D09ABA818132B57308136D05D8E,7CA6610D7CD4154DF3472704D266292E,VTS,CRD,9,0.5,0.5,1,0,11,1,2013-01-13 04:23:00,2013-01-13 04:32:00,6,540,1.93,-74.002632,40.739513,-74.000511,40.718449,5499659849160502
F2656117E0FEC6FA67B72CDA31683119,12E07C767CD6C40AA0E8A54365166091,VTS,CSH,22,0.5,0.5,0,0,23,1,2013-01-13 04:06:00,2013-01-13 04:32:00,1,1560,6,-73.985039,40.731266,-73.931442,40.680401,
5D1754C9C527BBC4230A222D45978279,1F6E186AA440FADBD18B4E4397B597D6,VTS,CSH,26,0.5,0.5,0,0,27,1,2013-01-13 04:16:00,2013-01-13 04:31:00,5,900,8.97,-73.9888,40.723125,-73.854774,40.73653,
82E0B6235FC3416F885BF6BE1B661411,69AC2D37BA6DA704F3822C4B8D63709D,VTS,CRD,12.5,0.5,0.5,2.6,0,16.1,1,2013-01-13 04:18:00,2013-01-13 04:34:00,1,960,2.61,-74.006226,40.739376,-73.988037,40.71867,5507793803673620
734144E544344E735A783EC8F7679291,C479DD0821712179A29126EA0D8F7063,VTS,CSH,15.5,0.5,0.5,0,0,16.5,1,2013-01-13 04:18:00,2013-01-13 04:31:00,5,780,4.44,-73.997337,40.741833,-73.98204,40.785599,
0036961468659D0BFC7241D92E8ED865,3F37214FD4A6E12FA343177EE47E5762,VTS,CSH,12,0.5,0.5,0,0,13,1,2013-01-13 04:22:00,2013-01-13 04:34:00,1,720,3.15,-73.981232,40.75885,-73.977547,40.78915,
558929A184B074119949FC6BD51BE4FD,34D20801048B804028477F93B18FFAE5,VTS,CSH,7,0,0.5,0,0,7.5,1,2013-01-13 09:35:00,2013-01-13 09:42:00,3,420,1.25,-73.971657,40.794819,-73.954597,40.78587,
7A3844D430E31B7A7E5FC2FD5FE1A78D,E6A635E5C128ABF091BC339EFEE557ED,VTS,CRD,9,0,0.5,0.75,0,10.25,1,2013-01-13 09:35:00,2013-01-13 09:45:00,1,600,1.71,-73.963898,40.766254,-73.980049,40.780807,349262465241087
5B649C3B5475C002D515BEF21192B504,B9C38E251CF991EF541D8EF357B262C7,VTS,CSH,6.5,0,0.5,0,0,7,1,2013-01-13 09:34:00,2013-01-13 09:41:00,4,420,1.06,-73.991295,40.74979,-73.978531,40.745365,
D41D773421934B51B93F21AE63882954,4AB357EAE4498F0339FAD98113E1492A,VTS,CSH,10,0,0.5,0,0,10.5,1,2013-01-13 09:32:00,2013-01-13 09:42:00,1,600,2.25,-73.948891,40.785095,-73.960693,40.804932,
FB90DE839A08AC244A179DEB009FE936,DD3E104FE510582DA0AC55663B74B6F9,VTS,CSH,4,0,0.5,0,0,4.5,1,2013-01-13 09:40:00,2013-01-13 09:42:00,2,120,0.66,-73.945,40.787212,-73.959343,40.774353,
56B503FC06B3144F0AAF19C6D1FCD468,EF9B4242029D254FD05D22F1A7CC031D,VTS,CRD,10.5,0,0.5,2.62,0,13.62,1,2013-01-13 10:20:00,2013-01-13 10:28:00,5,480,2.83,-73.972305,40.765202,-73.990807,40.733395,5127649413011702
557B02E4BC71B16C0EBC9CEE6F757822,DD6FE6E7B1B36E390394A421485B4F70,VTS,CRD,8.5,0,0.5,2.55,0,11.55,1,2013-01-13 10:22:00,2013-01-13 10:28:00,2,360,2.21,-73.992798,40.735771,-73.999207,40.754505,4705152643970675
926E5AB3070027A95D2D04DA2917C280,CD820F80382565061F54B2C5D9C00BC3,VTS,CRD,27,0,0.5,6.75,0,34.25,1,2013-01-13 10:01:00,2013-01-13 10:29:00,1,1680,8.04,-73.957214,40.718285,-73.972801,40.795971,4024007100082352
